DistanceKm,DurationMin,Weight,Volume,CarType,FinalPrice
58,114,6553,51,Dump truck,9732
188,233,8370,5,Refrigerator,13880
9,16,3023,16,Medium van,3236
2,3,9947,27,Small van,5620
170,372,5839,15,Small van,8689
138,275,8514,40,Furniture van,10043
22,30,6620,15,Isothermal van,5579
23,30,457,30,Refrigerator,3447
111,187,8951,41,Isothermal van,12233
115,139,9692,2,Medium van,9858
24,39,2875,28,Furniture van,4103
22,28,8069,13,Small van,6074
12,20,5778,26,Dump truck,6960
195,356,8775,44,Small van,9866
197,432,61,36,Medium van,8544
98,161,8237,32,Furniture van,9562
195,286,1274,40,Dump truck,16255
176,218,165,15,Tented truck,12589
97,140,471,4,Small van,3076
185,319,8152,53,Medium van,11110
146,320,683,24,Small van,5436
5,7,5100,18,Tented truck,4767
12,21,9341,40,Isothermal van,7299
49,58,2304,38,Furniture van,5033
37,52,3330,59,Refrigerator,7335
128,276,2187,45,Dump truck,13051
168,238,9299,48,Furniture van,14346
185,264,7017,22,Small van,7599
153,204,4326,16,Dump truck,14693
104,199,3453,34,Small van,5634
110,205,9153,37,Dump truck,17377
50,97,534,43,Isothermal van,5183
47,82,5987,47,Refrigerator,8747
21,37,4882,33,Refrigerator,5162
112,237,7195,14,Small van,7072
59,93,8884,9,Furniture van,6930
175,243,8972,30,Tented truck,19995
120,197,4825,15,Medium van,7319
104,127,6793,30,Isothermal van,8635
61,121,8494,54,Medium van,8627
67,139,4829,55,Medium van,5955
134,288,7297,23,Isothermal van,12067
87,154,2810,19,Refrigerator,8771
167,286,359,53,Refrigerator,11917
79,100,736,32,Dump truck,8823
196,374,6470,9,Medium van,9612
64,123,5067,48,Refrigerator,8278
136,178,1094,20,Small van,4091
74,110,4042,40,Medium van,6770
25,51,6565,8,Dump truck,8151
71,120,4132,60,Small van,5150
75,103,6814,17,Medium van,6070
76,138,3745,50,Furniture van,7774
4,5,4308,44,Dump truck,6006
48,87,94,14,Isothermal van,3841
194,295,8059,1,Furniture van,11240
163,347,308,2,Refrigerator,9370
50,90,95,57,Small van,3327
118,203,3859,14,Tented truck,10541
95,178,3089,52,Refrigerator,8660
14,19,1989,10,Tented truck,4010
150,194,9673,9,Isothermal van,13685
62,121,9633,17,Tented truck,9526
131,172,482,19,Medium van,5105
144,289,865,56,Medium van,6695
50,81,7744,15,Furniture van,6879
124,211,8530,2,Tented truck,13143
146,273,3307,8,Tented truck,13377
37,79,4928,9,Furniture van,5173
194,383,8955,60,Tented truck,21294
136,267,5325,37,Small van,7592
3,3,888,52,Dump truck,4001
178,374,6737,31,Refrigerator,13095
43,89,718,39,Isothermal van,3999
101,165,9690,7,Small van,8147
36,74,1471,41,Isothermal van,4625
104,128,1109,46,Small van,4482
157,262,6590,23,Dump truck,17916
132,163,8766,35,Furniture van,12363
38,64,8027,2,Dump truck,8734
142,226,372,51,Medium van,6022
129,250,6332,47,Tented truck,15538
157,313,6329,5,Tented truck,13176
140,300,1694,17,Isothermal van,7769
199,282,3477,60,Dump truck,19446
194,377,9311,54,Small van,12762
157,303,1756,55,Isothermal van,9032
126,201,608,31,Dump truck,12246
39,74,4298,33,Refrigerator,5769
131,168,1793,24,Isothermal van,7238
192,329,2634,29,Isothermal van,9878
58,80,1093,28,Medium van,3488
106,181,8203,3,Furniture van,9784
36,44,9575,12,Tented truck,7946
130,266,6128,15,Medium van,9024
113,175,8791,28,Furniture van,9871
40,78,3178,6,Medium van,3707
142,284,8901,15,Dump truck,16209
144,253,3974,8,Refrigerator,11704
33,62,8797,50,Tented truck,8575
23,41,5293,43,Isothermal van,5246
18,38,3519,25,Isothermal van,4452
199,436,5478,8,Tented truck,17873
122,212,7281,58,Dump truck,16975
107,202,7132,1,Dump truck,11065
158,329,4873,28,Refrigerator,13208
77,161,4434,44,Isothermal van,7025
190,344,2306,38,Tented truck,16644
104,186,8513,19,Medium van,9274
21,30,7140,37,Isothermal van,6928
142,284,4808,55,Isothermal van,10568
151,316,3354,59,Dump truck,14008
164,226,2835,16,Isothermal van,9745
31,46,3146,2,Isothermal van,3719
16,20,4393,49,Tented truck,6781
129,181,4857,42,Furniture van,9215
156,264,9069,14,Tented truck,14582
102,123,506,4,Small van,3174
103,224,7740,50,Small van,9177
174,219,2738,7,Medium van,7092
101,153,896,24,Furniture van,5330
52,75,8376,37,Tented truck,8854
138,221,7909,49,Furniture van,11808
181,374,8654,15,Furniture van,11005
95,204,990,10,Small van,3243
4,5,2195,25,Furniture van,2566
12,22,4098,22,Furniture van,3749
86,146,7886,34,Isothermal van,10768
10,21,9977,50,Furniture van,8155
39,54,984,52,Refrigerator,6029
8,14,1088,53,Furniture van,3596
87,155,4556,28,Tented truck,11139
16,30,8067,22,Dump truck,7124
51,97,7054,26,Small van,5829
118,235,5905,32,Isothermal van,8523
193,329,7890,41,Dump truck,17785
27,35,5954,31,Small van,5259
199,249,9659,8,Medium van,12366
13,21,3293,2,Refrigerator,3265
75,148,9951,6,Refrigerator,9282
37,66,6235,20,Dump truck,7972
124,207,1803,33,Isothermal van,7001
24,44,5423,30,Tented truck,7661
113,168,5933,19,Dump truck,12698
24,40,4212,22,Dump truck,7046
71,139,6050,15,Dump truck,11176
190,305,1610,35,Refrigerator,12456
69,109,9164,4,Tented truck,10226
7,11,7891,32,Medium van,5791
45,75,8575,56,Medium van,7613
156,190,6768,24,Refrigerator,14640
9,15,8953,30,Tented truck,7201
82,145,2302,43,Tented truck,9986
45,58,8280,25,Dump truck,11384
13,24,2591,21,Medium van,3151
13,19,2660,4,Medium van,2479
165,269,7645,56,Refrigerator,15628
24,30,254,28,Tented truck,4420
155,245,254,11,Isothermal van,8563
86,163,5471,27,Small van,5925
180,315,269,37,Small van,5220
21,40,2320,45,Tented truck,4923
4,8,8165,2,Medium van,5347
123,184,354,5,Dump truck,11177
47,62,7624,37,Medium van,6075
185,239,9770,21,Refrigerator,16049
18,36,9289,30,Furniture van,7705
167,236,6917,5,Small van,8402
123,249,9271,57,Dump truck,16213
95,152,867,15,Small van,3632
138,222,5898,36,Medium van,8570
158,252,5543,52,Small van,8080
139,262,5520,17,Isothermal van,9734
150,184,9041,6,Medium van,9289
53,66,2885,4,Small van,2952
161,339,6268,34,Tented truck,14493
46,87,2240,37,Medium van,4316
56,92,7506,42,Isothermal van,9079
178,260,7349,60,Isothermal van,14340
156,339,9958,13,Tented truck,17157
133,233,7074,26,Dump truck,13766
80,114,7742,54,Dump truck,13763
25,30,5821,48,Tented truck,8068
21,34,5357,23,Refrigerator,5524
187,301,6134,43,Dump truck,16985
130,176,8210,44,Dump truck,16234
157,313,1105,36,Isothermal van,9741
61,85,34,59,Medium van,4479
187,283,6480,39,Tented truck,16351
128,278,1031,60,Medium van,6924
3,4,260,55,Furniture van,2447
133,288,4703,34,Medium van,7465
20,38,6244,12,Small van,4339
11,19,5987,11,Medium van,4076
127,223,5715,41,Small van,8056
180,315,7879,46,Dump truck,21156
20,26,3465,48,Medium van,5030
72,105,7064,17,Tented truck,10566
167,293,2848,35,Tented truck,14859
83,134,9366,29,Small van,8414
143,239,7314,6,Isothermal van,10961
50,106,9892,52,Refrigerator,11346
145,278,9628,50,Furniture van,12808
83,144,3089,28,Medium van,5338
114,232,2227,16,Medium van,5482
32,38,6777,23,Refrigerator,7829
132,194,2389,44,Refrigerator,10206
179,214,5057,20,Tented truck,17564
83,123,1343,39,Dump truck,9153
170,261,1549,56,Medium van,8047
50,88,7296,56,Small van,6441
58,97,7149,29,Refrigerator,8389
55,93,8740,42,Furniture van,7580
110,204,9103,14,Tented truck,12243
4,6,2439,28,Refrigerator,3376
110,230,990,29,Dump truck,12226
91,192,9241,28,Isothermal van,10968
108,169,3717,4,Dump truck,9802
12,14,986,34,Dump truck,4152
78,119,2320,9,Furniture van,4382
1,2,6940,33,Medium van,5632
33,54,158,31,Dump truck,5797
48,92,4746,25,Small van,4342
42,67,9155,56,Isothermal van,8615
7,13,6922,50,Medium van,6043
111,212,9590,37,Small van,9723
192,373,432,50,Tented truck,14945
198,340,8754,11,Isothermal van,13799
102,168,2747,1,Small van,3985
74,130,1883,15,Small van,3887
121,172,706,6,Furniture van,4982
15,22,6770,37,Isothermal van,5862
149,181,3700,9,Furniture van,8089
32,60,3480,39,Medium van,4439
105,220,256,41,Furniture van,5857
91,151,1004,46,Small van,3951
95,117,457,49,Small van,4410
138,249,1780,51,Refrigerator,10036
95,194,7318,60,Tented truck,12330
94,162,6658,57,Medium van,8653
101,220,9577,38,Tented truck,12950
23,47,5750,33,Tented truck,6688
6,13,389,15,Furniture van,1572
110,232,7121,36,Furniture van,10099
71,155,7298,36,Small van,6439
180,266,594,14,Isothermal van,7808
33,45,5799,28,Dump truck,7192
181,233,2973,48,Furniture van,10750
83,182,178,41,Isothermal van,5627
56,114,8706,59,Tented truck,10492
53,71,8748,9,Isothermal van,8104
133,289,8364,10,Dump truck,17031
159,235,2781,47,Medium van,8512
5,6,9186,4,Medium van,6141
115,178,5576,20,Small van,6167
11,23,7577,21,Medium van,4923
39,85,1173,27,Small van,2448
74,157,1735,37,Dump truck,8628
122,159,6793,21,Tented truck,13737
25,44,3414,25,Furniture van,4472
174,356,3486,17,Dump truck,16511
7,9,4586,25,Tented truck,5130
191,355,4021,37,Small van,7599
60,113,2646,50,Isothermal van,7181
178,241,3334,48,Refrigerator,14279
52,104,4232,31,Tented truck,7763
188,273,3789,38,Medium van,8976
15,24,8734,8,Medium van,6009
24,32,1197,18,Dump truck,5226
12,21,9193,27,Furniture van,6700
30,56,8567,6,Tented truck,7308
129,221,9546,27,Furniture van,10248
153,290,4037,21,Small van,6686
183,330,3620,54,Tented truck,17141
23,40,4975,9,Furniture van,4113
26,50,275,9,Medium van,1909
195,253,9828,41,Furniture van,13176
83,121,2206,51,Furniture van,7194
124,265,6916,25,Small van,7405
191,283,7142,34,Furniture van,11983
170,293,6243,25,Dump truck,16805
158,208,4233,28,Refrigerator,11424
85,134,8606,41,Tented truck,11836
163,347,5841,38,Tented truck,16800
1,1,7674,7,Small van,4861
31,50,3124,12,Isothermal van,4276
99,150,7749,32,Small van,7779
187,239,695,20,Medium van,7578
140,272,8144,8,Small van,7972
39,84,1261,57,Refrigerator,6439
174,372,7444,46,Medium van,12049
15,18,6413,29,Refrigerator,6800
42,63,4101,33,Tented truck,6603
161,290,4380,21,Medium van,8582
173,265,5168,12,Refrigerator,13124
41,82,3028,44,Furniture van,4697
73,130,9207,54,Refrigerator,12715
165,261,9733,51,Refrigerator,17840
162,343,3070,52,Tented truck,16420
166,244,4497,25,Medium van,8526
197,311,3328,60,Isothermal van,11639
91,147,6586,50,Small van,8263
173,331,2406,24,Tented truck,12735
139,176,5498,60,Furniture van,9719
137,187,5322,5,Small van,7093
62,119,9722,7,Refrigerator,9830
138,171,7981,50,Medium van,8913
176,244,2693,56,Dump truck,15939
109,196,4324,26,Furniture van,7478
120,181,4108,42,Dump truck,12776
57,112,4629,36,Tented truck,8923
138,254,4461,49,Small van,6930
74,113,1772,37,Isothermal van,5879
109,162,423,13,Refrigerator,6733
151,210,7331,32,Small van,7985
42,73,8214,17,Medium van,7515
171,259,5238,27,Small van,7113
173,251,8479,27,Refrigerator,13825
171,332,9142,21,Refrigerator,15570
11,18,2001,35,Furniture van,3694
102,185,343,3,Furniture van,4194
169,220,9885,7,Dump truck,19272
61,84,7583,56,Small van,6514
26,44,5180,32,Dump truck,7056
125,251,3570,35,Furniture van,7864
40,52,3761,9,Refrigerator,5560
135,271,6216,16,Isothermal van,9929
39,80,6545,13,Tented truck,8256
148,242,7892,58,Refrigerator,15810
102,211,7479,7,Tented truck,12709
103,153,6257,24,Tented truck,13551
161,311,2772,59,Tented truck,16809
115,251,4695,56,Dump truck,14551
40,55,8703,15,Isothermal van,8095
129,174,5941,9,Isothermal van,8722
178,359,6011,1,Small van,6938
138,249,4416,54,Tented truck,15241
58,70,9652,29,Furniture van,8808
26,55,7397,26,Dump truck,8350
18,30,4092,26,Isothermal van,4441
68,131,9852,37,Refrigerator,12175
84,146,3161,54,Furniture van,7332
57,94,8435,18,Tented truck,9441
92,198,3781,58,Refrigerator,10222
57,114,8911,58,Furniture van,9900
16,34,7512,21,Tented truck,6751
17,28,3770,58,Furniture van,5465
37,57,8493,11,Isothermal van,8133
78,165,3060,10,Isothermal van,6870
24,43,1818,43,Isothermal van,4623
191,306,6750,23,Tented truck,18404
10,17,7171,15,Furniture van,4947
108,217,262,10,Dump truck,9252
114,164,1151,50,Refrigerator,9779
5,9,2556,15,Tented truck,3272
171,344,5850,8,Isothermal van,11891
103,170,5355,57,Isothermal van,9200
120,162,228,36,Medium van,4737
95,186,9506,36,Furniture van,10166
193,279,8854,43,Tented truck,21935
151,323,1470,28,Refrigerator,10512
49,103,4477,9,Tented truck,7697
143,212,7098,26,Tented truck,16007
164,324,7739,44,Small van,10866
194,321,2074,10,Small van,6922
189,342,2628,11,Tented truck,15412
179,305,987,24,Refrigerator,10202
128,217,6909,58,Small van,8099
18,37,5631,13,Small van,3549
41,49,978,38,Furniture van,4266
153,196,3496,59,Tented truck,15273
193,295,8186,41,Dump truck,22808
85,132,5590,59,Isothermal van,8811
32,44,7495,50,Medium van,7941
76,137,5591,46,Small van,6298
176,373,8496,37,Furniture van,11256
42,62,9120,54,Furniture van,8440
19,28,6269,44,Small van,5334
34,52,2031,44,Medium van,4323
98,206,2570,3,Tented truck,9870
50,65,5547,43,Furniture van,7021
153,257,962,36,Isothermal van,9119
166,283,1929,18,Refrigerator,11165
166,362,9234,6,Small van,10054
105,176,9603,43,Small van,8948
136,233,4825,39,Small van,7838
45,89,53,50,Tented truck,6506
118,239,3206,20,Medium van,6223
60,131,9768,45,Small van,8845
32,56,5796,32,Refrigerator,7518
190,310,845,19,Isothermal van,9059
41,64,2520,19,Furniture van,3565
42,53,4375,23,Furniture van,4789
186,262,6980,47,Tented truck,19683
168,317,2779,35,Dump truck,14468
178,308,4890,50,Medium van,9530
193,326,9621,47,Isothermal van,15740
160,311,9630,8,Refrigerator,16374
29,49,3810,23,Refrigerator,5240
173,217,3115,28,Refrigerator,12786
130,227,6373,38,Refrigerator,12247
126,250,2257,49,Small van,6576
114,229,8382,23,Refrigerator,11366
2,4,6526,16,Small van,4528
65,114,6243,11,Tented truck,8361
199,363,7958,46,Medium van,12309
147,227,9832,50,Furniture van,14269
122,230,5280,25,Tented truck,13699
89,159,7400,49,Isothermal van,10023
72,139,4339,60,Small van,5721
166,204,5949,43,Medium van,10033
176,385,7378,10,Refrigerator,16057
72,116,8931,3,Isothermal van,7880
33,62,2698,30,Isothermal van,5243
45,67,5159,39,Furniture van,6277
17,34,3725,34,Tented truck,6419
195,331,678,41,Isothermal van,9873
136,213,3465,2,Medium van,6819
70,86,2082,43,Refrigerator,6623
181,320,3060,23,Refrigerator,13910
116,174,336,23,Furniture van,6120
132,243,6524,21,Furniture van,9453
138,195,1448,33,Furniture van,7374
193,375,1808,60,Medium van,10273
128,261,8601,40,Medium van,11617
108,230,8046,45,Small van,9111
103,211,2572,4,Dump truck,9552
153,336,1800,32,Refrigerator,12150
107,158,1020,41,Isothermal van,7214
133,259,8108,10,Isothermal van,9980
152,202,620,22,Furniture van,6040
129,244,1292,8,Tented truck,11858
89,176,7139,9,Medium van,7193
198,357,6753,25,Small van,8379
91,156,4993,18,Small van,5141
149,248,4850,47,Dump truck,15642
175,282,9303,52,Refrigerator,18530
166,215,4437,1,Dump truck,13341
34,58,4591,18,Isothermal van,5344
40,75,6019,34,Medium van,5712
12,25,9829,24,Small van,6824
28,44,4627,41,Isothermal van,5426
120,155,8344,34,Small van,7259
67,130,4311,15,Medium van,5678
97,130,5885,31,Tented truck,11311
71,147,4655,12,Refrigerator,6673
95,200,9134,27,Dump truck,14989
173,354,8866,37,Furniture van,14130
131,267,8147,32,Small van,8045
35,63,5111,17,Medium van,4993
144,245,9144,2,Medium van,10411
153,224,9766,37,Refrigerator,16729
106,212,1025,44,Tented truck,9236
163,332,9465,52,Dump truck,20784
80,96,1824,46,Furniture van,5481
70,112,6708,11,Furniture van,6861
53,88,121,56,Tented truck,5826
178,369,7085,54,Small van,9823
128,192,408,47,Refrigerator,9958
66,104,4922,52,Dump truck,9358
136,266,1642,47,Medium van,7525
127,220,900,20,Furniture van,6823
167,295,8439,25,Isothermal van,13457
107,147,6991,4,Small van,7327
5,6,3601,52,Dump truck,5086
180,325,5269,57,Medium van,10427
39,62,3989,58,Dump truck,8515
58,107,1923,18,Medium van,4231
107,135,600,18,Tented truck,8210
121,183,3393,59,Medium van,8273
88,156,2693,42,Refrigerator,8846
108,211,9468,29,Refrigerator,13615
105,175,7205,52,Refrigerator,10905
135,185,4043,30,Small van,6698
129,257,9744,45,Medium van,12134
180,279,2275,34,Furniture van,9070
102,163,5752,22,Medium van,6331
131,220,4835,27,Isothermal van,9730
45,98,5352,43,Small van,5519
146,209,5005,5,Dump truck,15427
14,19,3625,47,Refrigerator,5030
162,232,7862,4,Medium van,8551
23,44,3681,15,Dump truck,5617
148,258,5755,24,Furniture van,10596
122,256,500,36,Tented truck,10219
22,41,2155,30,Furniture van,3757
101,132,7398,50,Dump truck,14153
168,321,5183,17,Dump truck,15415
91,122,8417,21,Furniture van,8007
18,36,2202,4,Refrigerator,3288
68,84,6986,2,Isothermal van,8057
90,193,6223,54,Refrigerator,10167
35,52,2769,29,Small van,3069
8,13,7456,11,Small van,4622
56,93,5803,5,Furniture van,5961
30,46,5876,3,Tented truck,6373
133,184,2788,2,Medium van,5192
77,124,261,50,Small van,4042
11,13,4886,55,Furniture van,6085
182,364,4320,42,Tented truck,18415
183,374,8258,34,Dump truck,20513
171,350,5329,3,Tented truck,15430
165,232,4384,6,Small van,5653
174,315,8688,7,Isothermal van,11135
190,411,3863,11,Refrigerator,15036
17,36,7924,38,Refrigerator,8037
27,37,662,43,Tented truck,5130
36,74,9840,46,Medium van,7465
46,56,6226,49,Dump truck,10205
18,26,454,10,Furniture van,1848
200,398,453,9,Isothermal van,9913
109,145,2976,59,Tented truck,12894
12,16,7148,24,Tented truck,5885
193,290,4977,59,Tented truck,15990
163,275,2505,50,Refrigerator,11274
125,270,7456,40,Small van,8192
60,106,9626,28,Tented truck,10390
143,173,2333,14,Medium van,6478
196,318,5252,38,Isothermal van,13631
165,283,9632,30,Isothermal van,12416
10,19,1288,60,Medium van,3756
3,6,5964,5,Small van,3571
137,267,9375,26,Medium van,9729
97,153,8257,40,Small van,7587
31,41,1907,7,Medium van,2942
139,292,6049,59,Small van,7805
167,342,8458,9,Small van,7905
34,63,9913,51,Refrigerator,8475
148,223,9339,21,Refrigerator,15342
106,131,1746,23,Medium van,4814
181,318,5527,14,Dump truck,15033
125,249,6608,16,Isothermal van,11299
151,326,6210,21,Furniture van,10620
31,45,2044,40,Small van,3497
147,195,4659,12,Dump truck,14773
113,163,6297,13,Tented truck,10994
198,326,2450,41,Small van,7649
59,98,8837,52,Tented truck,9943
98,153,240,60,Small van,4623
83,146,7771,8,Furniture van,8703
133,191,6248,42,Refrigerator,10797
156,336,1805,17,Isothermal van,7640
115,168,3387,1,Medium van,5133
162,344,2324,14,Refrigerator,12068
151,270,1918,42,Medium van,7583
84,106,1585,47,Furniture van,6096
193,242,2501,57,Small van,8050
94,136,9150,5,Refrigerator,12491
164,357,2031,30,Furniture van,7538
4,7,9824,45,Furniture van,6827
127,249,5600,55,Small van,8893
22,32,4413,58,Dump truck,8199
179,240,1994,43,Medium van,8701
120,151,8847,16,Medium van,8744
196,387,9800,37,Furniture van,12437
114,162,3482,35,Dump truck,13397
189,369,3424,32,Small van,8200
171,348,4258,14,Dump truck,16163
145,178,7235,38,Medium van,10818
118,237,3112,10,Dump truck,11098
118,144,8150,15,Refrigerator,13272
69,126,3725,17,Isothermal van,5963
31,40,4105,35,Tented truck,6709
83,146,9220,35,Isothermal van,11190
57,81,3740,18,Dump truck,7095
96,190,740,56,Refrigerator,8271
121,200,7605,12,Small van,6977
61,98,7802,43,Medium van,7457
7,12,946,40,Isothermal van,2682
188,368,4735,57,Furniture van,11269
32,68,6266,49,Refrigerator,7136
188,282,559,11,Refrigerator,12013
176,247,5376,11,Tented truck,15355
99,169,8893,38,Furniture van,10534
120,185,5332,23,Medium van,7959
52,111,3868,45,Small van,4438
32,38,628,53,Medium van,3848
72,109,2436,8,Tented truck,7485
76,145,5536,27,Isothermal van,8748
47,56,8708,59,Furniture van,9628
23,35,9865,33,Isothermal van,6944
95,163,9897,23,Dump truck,13320
139,214,9805,8,Furniture van,11966
103,223,1792,40,Isothermal van,7102
164,322,5877,44,Dump truck,17775
28,37,8794,6,Small van,5421
113,233,3875,11,Small van,4630
107,210,3571,14,Medium van,6694
61,95,4833,51,Dump truck,10782
39,65,7623,42,Tented truck,8866
132,281,9218,28,Small van,10015
53,72,2621,32,Furniture van,5064
144,240,3705,6,Isothermal van,9277
79,126,1257,14,Furniture van,3978
4,8,7784,4,Refrigerator,6237
29,54,5736,24,Small van,4322
